,GYN,Adeno lung,Intra cholangio,CNS,Mixed neuroendocrine ca,Adeno anus,Adeno pancreas,Ameloblastoma of mandible,Neuroendocrine colon ca
327,-44.31941453874666,-10.22205940046325,-35.1923823246975,-68.01431077134667,,,,,
328,-22.3201695945905,-33.11336529370925,-26.9979588142625,-25.593516458225327,,,,,
329,-46.74493440823167,-37.492571380255754,-44.4926659579975,-52.782930679076664,,,,,
330,-17.79351549166,-43.71856387199,-36.154480631590744,-35.50202135919667,,,,,
331,-45.11563382721217,-44.01714610516325,-20.650320359088248,-45.77914990093,,,,,
332,-36.91752411636784,-23.835197512937498,-47.677543111849246,-51.44115373000333,,,,,
333,-48.90504784823,-39.06289275472575,-34.0754636006025,-59.35911220972333,,,,,
334,-45.20410263704,-27.882645562625,-25.5603406545375,-60.37650352275333,,,,,
335,-18.206369937529498,-36.78482090162575,-25.99162475252825,-18.20636903758,,,,,
336,-26.220169627895498,-34.230284017805,-51.1388852964175,-38.1265978507,,,,,
337,-28.527731084277832,-30.636237268565,-28.45769417644575,-44.76175858789333,,,,,
338,-39.829622439913834,-45.576408878405005,-31.277636139825,-28.203344548283336,,,,,
339,-30.415065693967165,-20.506558543114245,-31.355047698354248,0.8881490838999997,,,,,
340,-37.4778265786205,-33.89852463101499,-40.224045883735,-24.266484310784335,,,,,
341,-41.230378595544494,-45.9855771238625,-24.3217759670025,-18.73718369645567,,,,,
342,-41.14928218653383,-28.6346317961025,-16.901454542572495,-14.623382239493333,,,,,
343,-18.493893569473833,-40.81015174885575,-15.143136947217497,-26.876312400843332,,,,,
344,-35.634726373843336,-22.718278788848252,-24.498713586657498,-50.423762416963335,,,,,
345,-32.59729633642116,-35.889074202102506,-34.94909309766575,-57.50126720330667,,,,,
346,-19.326973962081663,-38.03444284046,-43.33151282898825,-39.35041638667433,,,,,
347,-30.665727321816664,-40.212985932577496,-46.781796412327495,-20.698242314337666,,,,,
348,-43.169320010968335,-22.497106764272502,-57.71875302747,-55.127354139553326,,,,,
349,-18.759299998962835,-22.68510298516,-44.249376730966745,-34.01279819364,,,,,
350,-25.549282053308332,-40.600038325508244,-19.312229610419998,-24.78255056822,,,,,
351,-6.933968185169333,-45.69805349192,-17.65343942612325,-14.048336775507666,,,,,
352,-30.105425759515,-36.34247685247675,-42.7785827675525,-30.695216025143335,,,,,
353,-19.820926616865,-49.115161271575,-49.69020853546675,-5.629051440283334,,,,,
354,-28.181228245777167,-55.363270965765004,-44.1387907186775,-42.41733512741667,,,,,
355,-25.858921987757828,-33.58888514654325,-57.9509836532725,-61.733025273473324,,,,,
356,-55.81298741573166,-40.66638993288075,-29.906370937400002,-38.53945049666667,,,,,
357,-29.67045321123717,-13.5838755239025,-49.104102670345,-53.94777000849666,,,,,
358,-20.2264077619645,-53.018847505287496,-36.13236342913075,-57.60448081477333,,,,,
359,-31.46194661027783,-57.0994713586625,-6.860243277027499,-7.324703628680001,,,,,
360,-45.55060547553884,-55.628677395252495,-32.52725942858999,-18.928864317850998,,,,,
361,-41.34833700864883,-30.87952784552,-47.42319528359175,-28.719414405523334,,,,,
362,-16.407504137668834,-14.02621822312,-34.5509821035075,-32.93642767405233,,,,,
363,-18.604478681808335,-20.528675745571746,-30.293420630474998,-28.203344548283336,,,,,
364,-26.5593000655745,-30.348713636619998,-21.933119451540747,-39.40939559322333,,,,,
365,-23.632456940388835,-24.565065194033252,-30.404006642760002,-54.685010090409996,,,,,
366,-17.2627026326845,-22.895217758431748,-29.994839747228248,-48.99351665805667,,,,,
367,-41.95287387581717,-54.84351670801925,-56.192666057915005,-45.15986823212334,,,,,
368,-35.6199815722045,-33.5667665941575,-28.24758075310325,-41.14928218653234,,,,,
369,-39.1071271596405,-6.2409616082224995,-28.34710816416075,-38.27404586708,,,,,
370,-40.5889797242805,-33.22394995607,-51.570170744335,-30.193894569344327,,,,,
371,-32.79635205848833,-34.17499101166075,-27.617240483064997,-37.68425380155433,,,,,
372,-45.11563382721,-14.302684603765002,-31.830567551185748,-46.015066727141,,,,,
373,-26.087467313103833,-34.18604961288925,-13.296351891959,-46.32470756154433,,,,,
374,-39.90334644810449,-27.2854824462075,-50.895596069389995,-41.93075667335767,,,,,
375,-43.30939562653,-18.77035815021675,-33.135482496169246,-43.92130489451767,,,,,
376,-27.620926683477666,-31.35504769835425,-37.437278374114996,-51.38217452345,,,,,
377,-50.3426660079555,-54.84351670801925,-31.675745784054996,-61.68879086855666,,,,,
378,-36.32773205083833,-16.49228629711075,-29.441909685795,-30.72470562841667,,,,,
379,-24.288601513241662,-39.38359219035825,-25.40551888740925,-12.809771637994332,,,,,
380,-28.793137513763828,-42.09294949138,-32.94748627528,-27.849471108866666,,,,,
381,-31.535670618469997,-47.688601713077496,-19.334346812876753,-18.309582649043335,,,,,
382,-20.897295336551164,-38.48784414091,-28.778393612074247,-24.812040171493333,,,,,
383,-37.97177743349883,-51.669698155394244,-24.6093009488725,-33.880094978896665,,,,,
384,-42.166673499569995,-60.3838759235775,-37.7911536134325,-50.93983047430667,,,,,
385,-33.76950896660949,-42.855992976154994,-61.954197298045,-16.997295303243334,,,,,
386,-39.43888519650116,-43.6190364609325,-55.1420989411925,-48.18255256795667,,,,,
387,-41.45155062011616,-50.1325525846075,-40.7990931476225,-39.247202775203334,,,,,
388,-32.10334638149333,-16.29323012507,-21.535009807305748,-66.23018977312667,,,,,
389,-30.437182896423337,-27.550888875695748,-32.93642767405075,-29.633592107091,,,,,
390,-37.89805252535667,-33.87640742856,-29.541435746925,-33.15759969862666,,,,,
391,-34.0496601977355,-29.718373366585,-20.63926175785925,-63.78255270117999,,,,,
392,-31.461946610277167,-27.21912948891,-33.9980533920025,-40.574234922641004,,,,,
393,-12.124139261769999,-30.87952784551925,-16.76875132782925,-31.845312352824333,,,,,
394,-41.09030297998,-41.87177611688,-21.911000899152498,-43.405236837176666,,,,,
395,-33.29767531418616,-38.29984926995,-49.845028952665004,-22.836238551877667,,,,,
396,-36.71109599348,-26.78784404099325,-41.739074252061755,-38.74587951950567,,,,,
397,-30.945879452893333,-43.41998163881675,-39.04077555226925,-29.058544843201002,,,,,
398,-47.467429688505,-33.555709342855,-29.6741389616725,-28.837371018726667,,,,,
399,-34.30769332645167,-27.738885096582496,-36.939639968897495,-40.50050911455,,,,,
400,-43.3315128289855,-25.062703599247495,-36.585766079506755,-46.973478833623325,,,,,
401,-21.84096354134933,-51.95722178733924,-46.704386203727495,-36.725841695071004,,,,,
402,-22.681418134675997,-28.911096826821748,-45.66487768823575,-57.50126720330667,,,,,
403,-45.978204723046666,-33.102305342555,-31.59833692538325,-55.20107814774667,,,,,
404,-28.645689497381166,-27.926879967543258,-33.3677131219675,-37.49257138025667,,,,,
405,-35.111285015735,-50.961947676761746,-32.38349626269,-60.75986836535,,,,,
406,-22.3570315986855,-27.561946126997505,-30.359772237845,-57.66346002132667,,,,,
407,-33.80637007075166,-36.707410693023995,-42.513176338067495,-40.574234922641,,,,,
408,-28.97744753424283,-38.56525569943675,-49.955614964952495,-34.80901748210433,,,,,
409,-38.21506576057716,-35.037560557569996,-17.29956418680325,-20.005234837443336,,,,,
410,-40.47839281204333,-44.6143105715125,-47.047202841812506,-20.005234837440003,,,,,
411,-21.8999427479005,-39.217711822,-25.80362853164,-42.44682473069667,,,,,
412,-39.71903642762667,-20.849376531130748,-26.467145955289,-27.2449324418,,,,,
413,-37.64739179745666,-22.08793851881,-53.361664143380004,-9.787087302164332,,,,,
414,-24.856275476360498,-44.1830251235925,-48.17518016713825,-39.77801563417666,,,,,
415,-23.175368989558336,-14.50173807595575,-43.4089230375875,-15.390111924681,,,,,
416,-23.794649758410497,-31.86374335487175,-46.748620608639996,-44.938696207553335,,,,,
417,-20.7572206209405,-49.402684903519244,-33.52253353916825,-5.805990859846666,,,,,
418,-21.7377499298795,-27.550888875695748,-38.91913093875325,-25.357597832110002,,,,,
419,-43.65589846502883,-40.743800141482495,-54.96516132153499,-29.441909685797665,,,,,
420,-25.350227231195504,-33.3677131219675,-30.680471673477506,-24.192758502689998,,,,,
421,-40.095028869401666,-32.173384189273996,-13.3184677444875,-30.120170561154335,,,,,
422,-33.8948397805355,-46.28415935703924,-58.338034696274995,-37.1239513393,,,,,
423,-36.888034513092165,-18.538127524413245,-12.8982422477275,-24.295972114156665,,,,,
424,-31.307126193078332,-41.38519901274425,-47.17990605656,-52.41431063812333,,,,,
425,-32.50882752659117,-27.93793991869825,-17.830377045779997,-18.029433217825332,,,,,
426,-40.71431053820617,-59.278015800709994,-37.348809564285745,-37.345123363873334,,,,,
427,-37.418847372064995,-49.325274694917496,-24.6093009488725,-30.872155444700997,,,,,
428,-37.50731528194616,-13.672342983804999,-32.0627981769865,-60.479717134223336,,,,,
429,-37.101833236893334,-38.1560874539775,-20.9599625434175,-20.00523483744,,,,,
430,-41.444178219297164,-50.928771873077494,-28.999564286722503,-29.633592107091,,,,,
431,-41.87914986762333,-21.64559446966575,-42.33623736848249,-30.813176238150998,,,,,
432,-54.780851301056664,-31.90797775978825,-42.7343483626425,-41.090302979979995,,,,,
433,-13.008827360063334,-43.4089230375875,-61.7883182796125,-53.03359230693,,,,,
434,-41.47366782257216,-37.07234453356675,-39.6379400186175,-33.54096274131333,,,,,
435,-45.543233074718835,-52.178393811910006,-43.58586065724751,-13.871397355944334,,,,,
436,-32.059111076626664,-49.3363332961475,-27.73888509658,-24.266484310784335,,,,,
437,-36.755330398396666,-34.19710821411925,-16.9014558925015,-43.61166406011,,,,,
438,-19.636615696435502,-9.746539547632501,-53.107316315119995,-57.678204822966656,,,,,
439,-25.15117150912383,-22.2759360896275,-44.979244412054996,-18.633970084987666,,,,,
440,-12.677068423252665,-34.87168288906575,-47.90977373765,-50.20259039238999,,,,,
441,-24.20750330433,-43.01081204343,-34.539923502277496,-43.27253362243667,,,,,
442,-52.583875856963324,-26.32338413931675,-17.41015019909075,-41.208261393086666,,,,,
443,-25.4313218402995,-39.17347876701325,-22.0326455126675,-54.331134851090006,,,,,
444,-42.505803937247165,-32.9032518703675,-39.27300617807,-36.48992486885666,,,,,
445,-38.92281713916383,-63.314405249169994,-36.75164509793575,-68.32395160575,,,,,
446,-30.311852082499502,-46.09616313615499,-13.672342983805,-19.518656383379998,,,,,
447,-19.769318911179997,-26.566673366344997,-59.388601812995,-58.23850728521333,,,,,
448,-52.967240699555,-20.17480050625425,-46.582741590213246,-61.68879086855666,,,,,
449,-34.64682376413116,-9.56960327790325,-22.26487748839825,-34.11601000520333,,,,,
450,-33.7105288601055,-48.3742349892525,-32.19550139172925,-29.058544843201002,,,,,
451,-26.2644040328105,-49.49115371335,-33.40088892565575,-31.904291559373334,,,,,
452,-26.684630879500002,-36.04389461930175,-57.995218058185,-45.395785058336664,,,,,
453,-25.615632760730005,-15.209488554588999,-24.742002813688252,-45.46950906653,,,,,
454,-39.27669237847834,-35.468846005485,-27.83841250764325,-66.12697616165666,,,,,
455,-33.614687649457835,-38.04550144169,-2.03869449126,-41.517902227490005,,,,,
456,-24.576124245236162,-35.690019379985,-33.544650741626754,-43.714877671580005,,,,,
457,-38.7016451145905,-34.1086380543625,-40.5336867181375,-27.082741423682336,,,,,
458,-47.12092685000716,-32.5714938335025,-27.937939918698248,-26.00637090409333,,,,,
459,-39.60844951538834,-43.9507944977925,-31.675745784055,-38.1265978507,,,,,
460,-36.65211678692833,-36.5857660795075,-38.0676172942175,-62.66194777667667,,,,,
461,-54.898809714161665,-27.27442384498075,-55.19739194733749,-45.631701884546665,,,,,
462,-24.79729626981,-25.947390347614252,-7.048240847839249,-43.53794005192333,,,,,
463,-49.22206108345216,-9.82394975623425,-22.253818887168247,-40.41204210462433,,,,,
464,-39.37990598994883,-56.21478326037,-48.48482100154,-34.05703079865333,,,,,
465,-33.791625269114995,-43.14351660810075,-23.24909299774675,-66.51034100425001,,,,,
466,-22.408638404419502,-42.269887111037505,-33.5888837966125,-45.97083232222334,,,,,
467,-12.146256464227166,-45.2557094427725,-19.577634689982503,-43.09559600277667,,,,,
468,-34.10126610351833,-54.54493447484499,-29.8953123361675,-41.32621980619,,,,,
469,-27.864215010555995,-35.01544470503925,-39.040775552269245,-62.72092698323333,,,,,
470,-45.16724063294617,-26.6330249737175,-50.674424044815,-20.005234837443332,,,,,
471,-32.08122827908283,-26.9205486056625,-18.8367097575875,-25.976881300817666,,,,,
472,-44.51109696004384,-25.22858261768,-42.87811017861,-60.479717134223336,,,,,
473,-57.729811628696666,-40.8101503989275,-18.14001788018,-55.05363013136333,,,,,
474,-33.489357735484504,-18.184253635025,-41.98236347909075,-47.97612534502333,,,,,
475,-17.42489455075433,-12.267900627766496,-23.890491869010752,-55.05363013136334,,,,,
476,-29.331322773560498,-38.5431384969775,-43.25410262038825,-45.01242021574,,,,,
477,-34.58784455758,-40.5668625218225,-48.4516451978525,-36.593138480326665,,,,,
478,-39.011285948992835,-35.60154922023,-35.1923823246975,-23.72092665017333,,,,,
479,-37.90542582612766,-37.20504774831325,-26.699376581088245,-36.666862488521,,,,,
480,-24.472910633768834,-46.6490918476575,-28.678866201018252,-28.424518372757664,,,,,
481,-27.834725407278835,-39.53841260755825,-24.012136482525747,-30.97536905617,,,,,
482,-40.3899249021645,-14.10362843172325,-13.141530124828249,3.158848536183333,,,,,
483,-18.574989078533335,-25.52716485085175,-49.690208535465004,-28.144365341729998,,,,,
484,-19.548147786558832,-50.486427823926746,-40.10240127022175,-25.976881300817666,,,,,
485,-30.680473023405,-24.62035955009925,-39.82593623950575,-17.02678490652,,,,,
486,-32.744745252753326,-62.15325212015999,-44.912892804685,-60.081607489993324,,,,,
487,-22.091625169198835,-45.02347881697,-42.933403184756756,-59.99313868016,,,,,
488,-40.0581668653055,-47.135671651645,-34.9712089501975,-22.570830322486668,,,,,
489,-25.976880400864502,-33.19077550231075,-45.28888524646075,-46.84077561888,,,,,
490,-33.20183410353717,-20.74984777014675,-19.50022718123325,-25.60826125986,,,,,
491,-19.658732898892833,-29.043800041563248,-54.4896414687,-16.5549512541,,,,,
492,-35.199753825565,-33.73264696251425,-26.644083574945,-12.234726174006667,,,,,
493,-51.66969815539284,-32.10703123197425,-32.3171446553175,-32.74474525275433,,,,,
494,-39.76327083254116,-45.565350277175,-53.538601763035004,-44.82073779444334,,,,,
495,-29.05117064248,-43.30939562652924,-24.59824234764675,-41.532647029129,,,,,
496,-39.91809034979166,-59.39966041422499,-19.610813193520002,-17.719790583516666,,,,,
497,-46.1920043467995,-24.85258882597825,-21.18113456798825,-38.22980966226667,,,,,
498,-40.23510358501333,-50.85136166447425,-27.197012286453248,-61.34966043087667,,,,,
499,-33.76950806665666,-14.457503671038252,-33.179715551155,-23.072155378086666,,,,,
500,-38.22243906134934,-56.0378456407125,-36.3314169013225,0.9028938855389997,,,,,
501,-43.4715884445505,-40.25722168742,-38.27773206748999,-22.718278338870004,,,,,
502,-41.65797784305216,-51.1720611001075,-25.471871844709998,-11.482741290458668,,,,,
503,-41.989735879909496,-61.4233844390675,-49.56856392195,-46.11828033861,,,,,
504,-20.639262207832164,-27.716766544200752,-26.0690363110575,-39.365161188306665,,,,,
505,-18.884629912936163,-20.174800506255746,-45.69805349191999,-30.488790602111,,,,,
506,-51.41166412672783,-38.97442394489575,-44.76913098871325,-57.191626368903336,,,,,
507,-34.72054777232283,-32.549376631049995,-10.365821216438249,-42.91865838311667,,,,,
508,-42.115066693835495,-46.82603081724,-2.63585760768,-37.90542582612667,,,,,
509,-35.33983034107833,-24.653535353785745,-27.561946126997505,-27.362892654809002,,,,,
510,-38.06761864414717,-53.704480781467495,-12.765536333127498,-22.09899667006667,,,,,
511,-50.04039757437001,-13.3184677444875,-31.04540686395075,-45.97083232222667,,,,,
512,-41.82754306188883,-33.17971690108175,-36.58576607950751,-32.965917277325666,,,,,
513,-40.5963521251,-34.1749910116625,-34.18604961288675,-11.379524079186666,,,,,
514,-37.433592173704504,-60.560813543235,-44.658544976425006,-50.15835598747666,,,,,
515,-18.788789602238833,-47.6111915044775,-44.249376730965004,-26.463459754875668,,,,,
516,-20.108449348858834,-37.49257003033,-30.87952784552175,-8.548523964553333,,,,,
517,-37.345123363875494,-35.756370987356746,-46.69332760250075,-42.26988711103767,,,,,
518,-42.690113957725494,-31.62045412784,-43.1435166081,-32.685766046203334,,,,,
519,-40.56686162187166,-51.658639554165,-47.5337812958775,-22.39389450273433,,,,,
520,-19.666105299712168,-23.60296688713925,-48.15306296468,-15.537559941064336,,,,,
521,-27.88633311296549,-48.77234463348749,-38.8527793313825,-16.495972047549998,,,,,
522,-35.420926750089336,-33.743704213815,-10.66440209968425,11.312725642015666,,,,,
523,-49.79710834734217,-47.478488289732496,-15.928298984378252,-8.784440790763334,,,,,
524,-47.961380543385,-27.59512328061075,-22.6961615863875,-17.66081137696433,,,,,
525,-48.647013819561664,-35.037561907498244,-52.17839381191,-30.783686634871,,,,,
526,-28.195973947365502,-19.17952639567575,-17.88567140185,-15.080471090277667,,,,,
527,-22.364403999503832,-37.072344533567495,-40.33463189602325,-40.98708936851,,,,,
528,-31.61676702747884,-14.92196492264325,-36.817996705310755,-26.92054860566567,,,,,
529,-51.40429172590833,-27.3518327036525,-22.408637954444252,-41.32621980619,,,,,
530,-37.61052889341216,-26.69937658108825,-52.2889798241975,-40.574234922643335,,,,,
531,-47.548526097515,-45.52111587226,-44.62536917274,-34.07177740019,,,,,
532,-30.555142209481,-30.14966016443075,-8.22045392800575,-52.41431063812333,,,,,
533,-48.860813443313326,-35.38037854558425,-50.89559606938825,-11.792382124863332,,,,,
534,-44.10561491499383,-11.394271130703249,-47.76601192168,-18.928864317850998,,,,,
535,-31.96327076593,-40.8986192087575,-23.514499427235,-39.940208452196664,,,,,
536,-45.358923054239504,-32.9917193302675,-33.423004778184996,-54.227921239623335,,,,,
537,-40.72905533984383,-66.0569383538775,-37.27139935568575,-46.00032192550333,,,,,
538,-35.81903639432217,-35.7563709873575,-38.4657269384525,-23.60296643716333,,,,,
539,-31.402968303678335,-39.273004828145,-41.9160105217925,-1.3678055667443338,,,,,
540,-28.933213129327168,-44.4816073567675,-9.978768823507501,-38.996541147353334,,,,,
541,-32.6489040421055,-30.791057685767502,-28.4134584216025,-59.418091416273334,,,,,
542,-27.259679043340498,-43.995028902704995,-34.02017059446075,-32.05173957575667,,,,,
543,-44.11298641586,-19.533401634995,-31.3108119435125,-41.42943341765666,,,,,
544,-22.7993756478305,-40.699565736566754,-40.9207377611375,-20.21166386028,,,,,
545,-35.855897498463335,-22.065821316357496,-49.292098891232506,-18.825652506287668,,,,,
546,-32.663648843744504,-43.6190364609325,-52.07886640085575,-37.993894635954334,,,,,
547,-53.586522368359994,-24.255424359627497,-41.84966026435001,-38.02338423923333,,,,,
548,-39.4757472005945,-8.54115201370825,-27.88264691255325,-59.993138680159994,,,,,
549,-40.6479589308355,-12.201549020392498,-56.4691310886325,-33.54096274131333,,,,,
550,-23.558733832149333,-40.898620558684996,-36.63000048442325,-46.75230680905,,,,,
551,-49.494839913756664,-63.3144052491675,-37.592098791316744,-3.992380258345666,,,,,
552,-29.46402598830117,-51.60334654802,-52.0567491983975,-40.83964135213233,,,,,
553,-36.246634741877834,-16.81298708267,-26.01374195498575,-23.706181848529997,,,,,
554,-47.08406394596,-16.160528260253248,-42.214594104894246,-28.483495779410003,,,,,
555,-31.35873389876333,-14.10362843172325,-31.963270765929998,-30.75419523169333,,,,,
556,-43.23567161833833,-56.612892904605,-36.18765643527575,-30.93113465125433,,,,,
557,-29.169129955536665,-25.936333096309248,-63.0268816172225,-64.65249599783667,,,,,
558,-34.093893702699496,-19.5665787886075,-38.05656004291925,-46.693327602499004,,,,,
559,-48.72073782775167,-36.34247685247675,-14.92196492264325,-50.91034087102667,,,,,
560,-43.03661679622383,-40.423099355925,-24.36601172184325,-4.0808490681743335,,,,,
561,-32.103345481539996,-43.574802056022506,-38.7532505703975,-20.81619892754,,,,,
562,-40.500510014501664,-45.565350277175,-41.617429638546746,-1.3678055667443338,,,,,
563,-48.882930645773826,-38.91913093875324,-30.2049531705725,-40.98708936851,,,,,
564,-42.4099627266005,-30.59200421357675,-45.1782992341725,-32.05173957575666,,,,,
565,-30.48141730133833,-42.4910591356075,-28.977447084265002,-25.18066201235433,,,,,
566,-46.74493440823284,-52.897202891774995,-59.443894819137505,-25.962136499177664,,,,,
567,-47.03983044099667,-50.630189639899996,-26.046917758675,-37.92017062776333,,,,,
568,-29.471397489168336,-49.5685639219475,-55.938318229654996,-45.675936289463344,,,,,
569,-10.3842526684605,-40.600038325508244,-6.48425218517825,-45.6906810911,,,,,
570,-21.936804751996164,-34.67262806695,-38.333025073635746,-24.900510781227663,,,,,
571,-33.39351562488333,-29.928488139855748,-40.61109692674075,-24.281229112421002,,,,,
572,-32.059111076626664,-22.6076927765575,-22.497106764272502,-35.22187192797,,,,,
573,-23.794649758410998,-36.231890840190744,-18.615536383087502,-17.026786706424335,,,,,
574,-54.390114057645,-56.5354826960025,-20.24115211362675,-52.87139948890666,,,,,
575,-36.512041171365,-35.767429588586744,-25.36128448249325,-29.19124805794333,,,,,
576,-50.62281723908166,-28.999564286722503,-38.631607306807496,-34.322439028044336,,,,,
577,-44.054008109258326,-51.0946508915025,-49.093044069114995,-52.72395147252666,,,,,
578,-50.65230684235832,-21.380188040179252,-28.269697955559,-11.379524079186666,,,,,
579,-34.609961760036164,-21.7119474269625,-51.492760535735,-36.563648877051,,,,,
580,-43.8033464814105,-34.241342619033254,-39.394650791584255,-52.871399488909994,,,,,
581,-43.60429165929333,-8.18727677439075,-52.8750856893175,-30.444554397289995,,,,,
582,-50.53434842925167,-45.709112093147496,2.3958059513592502,-8.519034361276665,,,,,
583,-38.94493434162116,-29.9948383973,-27.252305292592503,-42.44682473069667,,,,,
584,-35.325084639490505,-8.264685633065,-52.04569059716751,0.8881490838999996,,,,,
585,-16.849848186816164,-45.60958468209175,-51.2605299099325,-61.14323320794333,,,,,
586,-29.30183407023433,-40.655331331651745,-36.44200426353325,-38.922817139163335,,,,,
587,-43.449471242092834,-48.31894198311,-41.672722644689244,-49.465350310482336,,,,,
588,-23.9494692756595,-49.336333296145,-20.639263107786498,-56.55759989845999,,,,,
589,-30.52565260620266,-50.420076216554996,-59.278015800709994,-38.36251467691233,,,,,
590,-37.44833697534283,-52.52121045,-45.48794006857675,-41.842287863527666,,,,,
591,-39.3725335891295,-61.5560876538125,-32.89219326913825,-17.80825939334767,,,,,
592,-26.352872842640505,-35.8780156008725,-12.820829339272498,-16.997295303243334,,,,,
593,-46.42054787224166,-49.35845049860425,-51.736049762765745,-22.46761851092433,,,,,
594,-19.481795279235,-38.344083674864244,-33.179715551155,-24.605612948559997,,,,,
595,-41.281984501325006,-33.821115772343255,-19.843042469395,-23.470263222419998,,,,,
596,-42.55003834216166,-19.12423338953325,-49.767618744065004,-56.32168307225,,,,,
597,-44.422628150215,-37.1939891470825,-25.471871844708996,-36.68160729015566,,,,,
598,-40.53737201859667,-28.55722158750425,-39.129244362096756,-3.5500362091990003,,,,,
599,-39.542097908018334,-19.12423338953325,-40.85438615376825,-36.69635209179666,,,,,
600,-55.186333346104995,-40.74380014148075,-15.463835032919999,-18.191626035844333,,,,,
601,-30.960623354580495,-25.571399255765748,-52.2889798241975,-17.719790583516666,,,,,
602,-34.41090693792,-46.40580397055575,-37.404101220499996,-35.67895897885666,,,,,
603,-36.79219330244333,-21.57924421222325,-27.60618188183825,-35.67895897885666,,,,,
604,-29.965349244000496,-20.163743254954248,-33.577825195386744,-28.173854945006667,,,,,
605,-24.782551468171665,-51.736049762765,-32.7373715020075,-14.96251447707433,,,,,
606,-14.57177633371383,-18.471775917040752,-27.351832703652498,-34.45514224278333,,,,,
607,-45.447391864068834,-15.585480996364248,-26.67725802870325,-40.42678690626,,,,,
608,-44.79862059199217,-27.83841250764325,-36.475178717295,-6.720168561413332,,,,,
609,-46.295217958267166,-22.25381888716825,-16.724516922915,-18.95835572103,,,,,
610,-44.142476919087834,-53.4501329532075,-59.6429496412575,-48.787089435123335,,,,,
611,-36.231890840190495,-35.302968336984996,-17.100509364689998,-18.3685618556,,,,,
612,-43.41260923799833,-25.084819451780746,-38.20032185889,-38.81960352769433,,,,,
613,-35.61260827143333,-45.0013616145125,-37.70268480360075,-60.479717134223336,,,,,
614,-43.294649924941666,-22.497106764272502,-36.618941883194246,-24.841529774773335,,,,,
615,-46.044556330417834,-27.0643090717075,-34.805331281695,-43.729622473216665,,,,,
616,-29.405046781748833,-43.696446669535746,-10.29946960906675,-58.666106532726666,,,,,
617,-43.34625673067334,-32.560433882350004,-32.1733841892725,-46.28047315662667,,,,,
618,-50.416390016147155,-37.2161063495425,-55.29691935839249,-29.19124805794333,,,,,
619,-48.4553313982645,-29.15438605385075,-14.855613315272498,-1.8101496158909995,,,,,
620,-42.166673499569505,-36.18765643527574,-13.970925216978998,-14.756085454236667,,,,,
621,-37.5884125909055,-36.364594054935,-18.250603892467502,-44.12773211745,,,,,
622,-34.58047215676117,-31.719981538898246,-30.470358250133245,-36.20977363773,,,,,
623,-34.167617710888834,-24.6756512063175,-33.90958458217076,-43.125085606053325,,,,,
624,-32.7816072568505,-40.666389932880755,-50.608072437443255,-58.87253375565667,,,,,
625,-36.8806621122705,-11.77026357247575,-36.11024622667575,-58.17952807866333,,,,,
626,-38.57631340071333,-27.716766544197498,-43.021871994585,-39.45362999813667,,,,,
627,-17.616576972049998,-32.95854352658,-45.3331196513725,-28.52773018432333,,,,,
628,-49.07461306707,-47.9318909401075,-35.6347263738425,-48.18255256795667,,,,,
629,-12.3453103863895,-53.36166414338,-38.97442394489825,-3.2403953747976666,,,,,
630,-30.53302410707217,-17.06733356100325,-35.745312386129996,-27.053250020506667,,,,,
631,-34.720547772324494,-44.21620092728325,-32.4498478700625,-41.47366782257333,,,,,
632,-39.57158841124333,-35.9996602143875,-55.29691935839249,-49.36213669901334,,,,,
633,-41.643232141460004,-36.34247685247575,-46.29521795826825,-28.793138413715667,,,,,
634,-44.78387579035217,-20.47338273943075,-67.91478336029,-32.685766046203334,,,,,
635,-53.07045431102333,-51.2605299099325,-35.90013280333075,-27.466106266276665,,,,,
636,-43.36837483308333,-57.1326471623525,-28.82262801699325,-37.993894635954334,,,,,
637,-29.228109162089996,-44.7138379825675,-40.600038325508244,-49.76024634324667,,,,,
638,-41.74644665287833,-27.1527778815375,-24.133779746112502,-34.174991011661,,,,,
639,-38.08973584660716,-46.73756200741325,-34.81638988292,-28.055898331805665,,,,,
640,-22.511852015886166,-34.1307552568175,-33.63311955145825,-44.24569053055333,,,,,
641,-37.93491542940384,-44.713836632642504,-42.30306291472,-55.127354139553326,,,,,
642,-31.705236737260503,-25.936333096309248,-42.944461785985,-21.538696007718666,,,,,
643,-31.277636589799993,-41.60636968739,-25.40551888740925,-45.631701884546665,,,,,
644,-43.582173556886666,-34.86062428783674,-50.420076216554996,-35.177637523059005,,,,,
645,-51.831890973415,-37.780093662275,-34.584159257120746,-17.35117054256433,,,,,
646,-21.457598698752832,-40.81015174885575,-27.484537268321752,-17.351170542564333,,,,,
647,-28.107503337635,-37.138696140939246,-40.00287385916249,-34.49937664770099,,,,,
648,-33.56308174367617,-15.08784394107425,-24.4323619792875,-45.52848827308,,,,,
649,-38.15608745397616,-46.1735733447525,-33.84323297480175,-50.89559606938667,,,,,
650,-36.20977363773333,-48.219414572055,-21.291720580275,-8.150414320319998,,,,,
651,-43.655898465028834,-31.907977759788245,-38.74219331909575,-22.51185111593667,,,,,
652,-23.61033883798333,-48.09776995853825,-44.968185810829254,-33.33453731828,,,,,
653,-33.45249483143767,-18.46071866573925,-36.9064655151375,-9.418465461303333,,,,,
654,-48.65438622038,-17.06733356100325,-31.863742004944996,-39.70429162599,,,,,
